"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","3039"
">","THREAD_COUNT:","0"
">","NEEDLE_COUNT:","0"
">","EXTENTS_LEFT:","-374.8146481424097"
">","EXTENTS_TOP:","-208.5408743297658"
">","EXTENTS_RIGHT:","374.8146481424097"
">","EXTENTS_BOTTOM:","208.54087432976578"
">","EXTENTS_WIDTH:","749.6292962848194"
">","EXTENTS_HEIGHT:","417.0817486595316"
">","COMMAND_JUMP","4"
">","COMMAND_STITCH","3034"
">","COMMAND_END","1"

"#","[METADATA_NAME]","[METADATA]"
"@","name","BN"

"#","[THREAD_NUMBER]","[HEX_COLOR]","[DESCRIPTION]","[BRAND]","[CATALOG_NUMBER]","[DETAILS]","[WEIGHT]"
"$","0","#000000","Black","Anchor","403","None","None"

"#","[STITCH_INDEX]","[STITCH_TYPE]","[X]","[Y]"
"*","1230","STITCH","-93.00378617127836","-13.793981772791966"
"*","1231","STITCH","-99.32802907357592","-20.724104122155723"
"*","1232","STITCH","-58.553728617447746","-10.924125985588176"
"*","1233","STITCH","-46.61843040607744","2.921486734914737"
"*","1234","STITCH","-45.582181405315794","52.45405318812837"
"*","1235","STITCH","-45.42929171024957","101.97468252768712"
"*","1236","STITCH","-43.86257242059219","151.43188681667786"
"*","1237","STITCH","-86.44252692760733","156.42776573387803"
"*","1238","STITCH","-86.17591992622533","114.46025874906408"
"*","1239","STITCH","-86.17591992622533","72.49206376981883"
"*","1240","STITCH","-89.35507276225479","31.71795103114556"
"*","1241","STITCH","-86.52707201938193","9.15183562862174"
"*","1242","STITCH","-93.83109918546808","-11.184635595885993"
"*","1243","STITCH","-111.66208961307115","-19.521632667967907"
"*","1244","STITCH","-108.03604978620706","-22.025164605520047"
"*","1245","STITCH","-85.640889606607","-21.206866265709124"
"*","1246","STITCH","-53.922348170789576","-10.983878672696505"
"*","1247","STITCH","-43.77754176449906","4.4757891950074224"
"*","1248","STITCH","-43.0731609080014","54.391731945845635"
"*","1249","STITCH","-42.92498017133528","104.30666572484367"
"*","1250","STITCH","-40.750993159828056","154.09333043090678"
"*","1251","STITCH","-84.94521418233256","158.59122354354545"
"*","1252","STITCH","-88.9718920590849","159.785977173458"
"*","1253","STITCH","-88.67591992622533","117.50394870275565"
"*","1254","STITCH","-88.67591992622533","75.22101264221848"
"*","1255","STITCH","-91.54046143946738","33.26454498190489"
"*","1256","STITCH","-96.20899795095727","32.89113932412363"
"*","1257","STITCH","-88.83874457703087","21.004114651264615"
"*","1258","STITCH","-92.96897814872727","-5.831456407397042"
"*","1259","STITCH","-107.6837789813166","-15.803904958754032"
"*","1260","STITCH","-118.48746131452441","-18.411273592666532"
"*","1261","STITCH","-95.70364106216488","-39.25758058783569"
"*","1262","STITCH","-80.80583434103272","-73.72812879102787"
"*","1263","STITCH","-82.35425533661709","-112.30749339840861"
"*","1264","STITCH","-98.41869964266692","-146.7340328007322"
"*","1265","STITCH","-130.47834094444406","-170.4396621501616"
"*","1266","STITCH","-109.1094723137353","-185.25215210253282"
"*","1267","STITCH","-87.74060803201559","-200.06463904026816"
"*","1268","STITCH","-61.810383849431446","-182.26843660533115"
"*","1269","STITCH","-44.85454775988012","-150.35670633835102"
"*","1270","STITCH","-44.635959875144295","-111.88535452444962"
"*","1271","STITCH","-56.92445947685587","-79.41912119384531"
"*","1272","STITCH","-76.88143589963403","-51.09971145660026"
"*","1273","STITCH","-100.05463751231548","-26.016067501152094"
"*","1274","STITCH","-56.83219660590123","-15.688889052348259"
"*","1275","STITCH","-42.327014772229006","-0.35119320005111376"
"*","1276","STITCH","-40.64459513578356","38.9953122154628"
"*","1277","STITCH","-40.472937946937066","78.33974100885118"
"*","1278","STITCH","-40.40026652212623","117.6844689372841"
"*","1279","STITCH","-37.39204467252057","156.76735198679577"
"*","1280","STITCH","-64.83795492978686","157.0745178238411"
"*","1281","STITCH","-91.5012571905624","163.14418861303804"
"*","1282","STITCH","-91.17591992622533","125.44153941183359"
"*","1283","STITCH","-91.17591992622533","87.73750600271526"
"*","1284","STITCH","-98.67591992622533","73.4789602116019"
"*","1285","STITCH","-99.46216845545763","42.66287528984478"
"*","1286","STITCH","-126.54312317739866","42.41845494881915"
"*","1287","STITCH","-126.54312317739866","78.00565910065913"
"*","1288","STITCH","-100.97497659745659","77.24892413270626"
"*","1289","STITCH","-99.08902902340753","80.25772589135735"
"*","1290","STITCH","-125.07579746181969","80.05588381481672"
"*","1291","STITCH","-129.04312317739866","82.17912708978312"
"*","1292","STITCH","-129.04312317739866","39.404904027411305"
"*","1293","STITCH","-100.69188883147672","40.071739323858424"
"*","1294","STITCH","-97.48174170146007","40.313292712859806"
"*","1295","STITCH","-96.58902902340986","83.57850820100592"
"*","1296","STITCH","-123.48571871554492","82.04041325573692"
"*","1297","STITCH","-131.54312317739866","86.35259507890706"
"*","1298","STITCH","-131.54312317739866","36.391353106003464"
"*","1299","STITCH","-102.107474663022","37.86288543032987"
"*","1300","STITCH","-95.5013149474625","37.963710135874834"
"*","1301","STITCH","-94.08902902340986","86.89929051065516"
"*","1302","STITCH","-121.84491375760749","83.99779491613722"
"*","1303","STITCH","-134.04312317739866","90.526063068031"
"*","1304","STITCH","-134.04312317739866","61.951929980479946"
"*","1305","STITCH","-134.04312317739866","33.377802184595595"
"*","1306","STITCH","-103.04659896342412","35.526344538640075"
"*","1307","STITCH","-93.52088819346494","35.61412755888986"
"*","1308","STITCH","-91.17591992622533","63.453788563274856"
"*","1309","STITCH","-93.55328908396535","90.7369097384807"
"*","1310","STITCH","-121.84933732588726","87.61829714744565"
"*","1311","STITCH","-136.54363810306674","95.05857810700738"
"*","1312","STITCH","-136.5365922372258","131.60854383276583"
"*","1313","STITCH","-154.81759082876087","161.98394008787616"
"*","1314","STITCH","-173.45102593420324","156.03684893193892"
"*","1315","STITCH","-156.9689475454846","165.9260959650874"
"*","1316","STITCH","-152.54138875841565","163.1511513685044"
"*","1317","STITCH","-148.57575472612302","162.3751556992647"
"*","1318","STITCH","-147.45735996430332","162.9486561802626"
"*","1319","STITCH","-156.84705062669673","168.91471006377563"
"*","1320","STITCH","-185.43319444300957","151.76302377413137"
"*","1321","STITCH","-142.373331170191","162.74616099202072"
"*","1322","STITCH","-156.72515370790885","171.90332416246386"
"*","1323","STITCH","-192.3075958753954","150.55385886215046"
"*","1324","STITCH","-200.7130803378099","151.8337312462294"
"*","1325","STITCH","-193.6364115820746","152.54162601594763"
"*","1326","STITCH","-198.39556640907324","154.98997054769418"
"*","1327","STITCH","-216.0496316296085","151.3989962583573"
"*","1328","STITCH","-175.34580405084827","150.55015185576994"
"*","1329","STITCH","-139.09109617132688","161.61972584669914"
"*","1330","STITCH","-137.2893023760787","162.54366580377896"
"*","1331","STITCH","-156.60325678912096","174.8919382611522"
"*","1332","STITCH","-191.55041037932543","153.9236461072048"
"*","1333","STITCH","-194.4983473986666","158.81399261456917"
"*","1334","STITCH","-231.989867435435","152.84241153751296"
"*","1335","STITCH","-198.00270875552582","146.61176762828117"
"*","1336","STITCH","-163.7677745998114","150.93786228282877"
"*","1337","STITCH","-135.5521281922748","160.62494053795788"
"*","1338","STITCH","-132.0360523389709","162.4279453998674"
"*","1339","STITCH","-156.48135987033308","177.8805523598405"
"*","1340","STITCH","-190.69733264023458","157.35096869807117"
"*","1341","STITCH","-193.39503336764764","161.8261970505301"
"*","1342","STITCH","-219.04366273161438","156.18859675122374"
"*","1343","STITCH","-245.19515521953224","155.0889119835251"
"*","1344","STITCH","-205.31458183946657","144.6638464069837"
"*","1345","STITCH","-165.0989060184596","147.8492804255063"
"*","1346","STITCH","-134.5122845118455","158.34863189214215"
"*","1347","STITCH","-126.7319585660386","162.4960482711779"
"*","1348","STITCH","-156.35946295154525","180.86916645852884"
"*","1349","STITCH","-189.84425490114376","160.7782912889376"
"*","1350","STITCH","-192.2917193366287","164.83840148649105"
"*","1351","STITCH","-224.03907041643077","158.32116451701157"
"*","1352","STITCH","-256.29593038647033","157.6906151295606"
"*","1353","STITCH","-213.00182110856468","143.24860809556773"
"*","1354","STITCH","-171.32276225027348","143.6791167609554"
"*","1355","STITCH","-145.12419828815385","150.09743071818374"
"*","1356","STITCH","-121.53383762451284","162.61904185102216"
"*","1357","STITCH","-156.23756603275743","183.85778055721713"
"*","1358","STITCH","-188.99117716205294","164.20561387980408"
"*","1359","STITCH","-191.18840530560976","167.850605922452"
"*","1360","STITCH","-228.33105838139275","160.50645921877927"
"*","1361","STITCH","-266.00052914881803","160.44075034504138"
"*","1362","STITCH","-227.04368099983913","143.57969531553485"
"*","1363","STITCH","-184.8966947937692","139.26541190622757"
"*","1364","STITCH","-144.03359188075342","147.17341863562254"
"*","1365","STITCH","-116.70471530544319","162.93316551171594"
"*","1366","STITCH","-156.02392447285604","186.901441440573"
"*","1367","STITCH","-188.13809942296214","167.6329364706704"
"*","1368","STITCH","-192.73793574580802","169.9656746845382"
"*","1369","STITCH","-233.96393637049187","162.80629572607907"
"*","1370","STITCH","-275.5305518211507","163.80293184248117"
"*","1371","STITCH","-233.402493696848","142.8362643207674"
"*","1372","STITCH","-186.8715391146356","136.59666907078432"
"*","1373","STITCH","-143.87870207027964","144.3753823541078"
"*","1374","STITCH","-141.53421615259973","143.93480851714995"
"*","1375","STITCH","-122.7299162266618","156.140906383393"
"*","1376","STITCH","-111.99384639067131","163.30854084477025"
"*","1377","STITCH","-134.57475577511832","175.55991826344277"
"*","1378","STITCH","-155.81028291295468","189.94510232392886"
"*","1379","STITCH","-187.28502168387135","171.06025906153675"
"*","1380","STITCH","-191.92195123465427","172.88071037757985"
"*","1381","STITCH","-234.02559360872283","165.30557223092958"
"*","1382","STITCH","-260.59577700192807","165.26737222712214"
"*","1383","STITCH","-286.7060767130263","169.30551332373668"
"*","1384","STITCH","-253.55069524490568","148.02582290339038"
"*","1385","STITCH","-216.0404364182482","136.11521636500012"
"*","1386","STITCH","-176.76752359968592","135.10569622386006"
"*","1387","STITCH","-144.42734343399252","141.7445806713288"
"*","1388","STITCH","-139.034840424446","140.69619839867735"
"*","1389","STITCH","-139.03405090009875","144.79180403238828"
"*","1390","STITCH","-107.19075419431266","163.9052983636469"
"*","1391","STITCH","-132.25628299165754","177.06613099947586"
"*","1392","STITCH","-155.59664135305331","192.98876320728485"
"*","1393","STITCH","-186.43194394478056","174.48758165240312"
"*","1394","STITCH","-191.4479696191429","175.68008795286212"
"*","1395","STITCH","-226.527985873056","168.1626545477147"
"*","1396","STITCH","-262.31820169221135","167.7980415028259"
"*","1397","STITCH","-297.01126508407685","175.48593483067427"
"*","1398","STITCH","-262.17215581952246","149.53073178485133"
"*","1399","STITCH","-221.41492649260258","134.6475830219741"
"*","1400","STITCH","-178.1749260057944","132.33636602931674"
"*","1401","STITCH","-144.2834449267374","139.1226489716133"
"*","1402","STITCH","-136.5354646962923","137.45758828020476"
"*","1403","STITCH","-136.5343453552317","143.26409642622988"
"*","1404","STITCH","-102.36721593825382","164.51813490939443"
"*","1405","STITCH","-129.92969779090413","178.5673314516645"
"*","1406","STITCH","-155.38299979315195","196.03242409064077"
"*","1407","STITCH","-185.57886620568974","177.9149042432695"
"*","1408","STITCH","-191.87737905439363","178.17395785594917"
"*","1409","STITCH","-229.99249606885863","170.4099753288314"
"*","1410","STITCH","-268.79015946213775","170.7301111877296"
"*","1411","STITCH","-305.77013533276534","181.68674142479713"
"*","1412","STITCH","-271.3854166713312","152.00462404481434"
"*","1413","STITCH","-229.29232398020451","133.818285029799"
"*","1414","STITCH","-183.74881433368552","129.325731182973"
"*","1415","STITCH","-143.99318561736254","136.46239911402384"
"*","1416","STITCH","-139.61512323147542","135.3161954634875"
"*","1417","STITCH","-134.21032338825952","95.09180381415686"
"*","1418","STITCH","-134.0346398103646","141.73638882007154"
"*","1419","STITCH","-97.38953354663852","165.25219225435544"
"*","1420","STITCH","-127.56919247968199","180.04757425145814"
"*","1421","STITCH","-155.1693582332506","199.0760849739967"
"*","1422","STITCH","-184.72578846659897","181.34222683413586"
"*","1423","STITCH","-200.16654187785701","178.00982604467723"
"*","1424","STITCH","-238.55656014052153","172.71982031508654"
"*","1425","STITCH","-277.1793071120309","174.37658790488334"
"*","1426","STITCH","-313.21966396465365","187.9013162153761"
"*","1427","STITCH","-283.9238014428598","157.44366119281162"
"*","1428","STITCH","-251.3356819449969","138.6973988056565"
"*","1429","STITCH","-215.2028950662552","128.41096945782218"
"*","1430","STITCH","-177.701095491288","127.34631558602112"
"*","1431","STITCH","-144.02980587869334","133.8877283378189"
"*","1432","STITCH","-141.6234573784513","133.2577315053546"
"*","1433","STITCH","-139.06691169372334","98.66369000853089"
"*","1434","STITCH","-138.84406446686432","64.06724656976908"
"*","1435","STITCH","-136.50283364961635","30.804436524060264"
"*","1436","STITCH","-136.13378169891814","18.50557989733943"
"*","1437","STITCH","-138.67008925563744","30.71599784600957"
"*","1438","STITCH","-138.5713663253369","-2.4951343857146355"
"*","1439","STITCH","-138.4726434107662","-35.70626132579554"
"*","1440","STITCH","-134.0435231774453","-35.836344973560585"
"*","1441","STITCH","-134.0435231774453","-16.151751009370855"
"*","1442","STITCH","-133.45305038221628","29.150786766943867"
"*","1443","STITCH","-105.25521568100868","32.76908051781223"
"*","1444","STITCH","-92.52863082615488","25.95856973798061"
"*","1445","STITCH","-94.04879584925669","-2.3277800131897095"
"*","1446","STITCH","-107.01791483759627","-13.065024701663873"
"*","1447","STITCH","-128.4774838067606","-16.151751009370855"
"*","1448","STITCH","-102.96551676119884","-33.9788299930629"
"*","1449","STITCH","-85.03924209667127","-66.8838595043996"
"*","1450","STITCH","-83.15274030762623","-103.65444283279749"
"*","1451","STITCH","-97.35964915723082","-141.08093131494957"
"*","1452","STITCH","-123.05973294485781","-163.00443208768152"
"*","1453","STITCH","-129.15143589500795","-165.93627582730275"
"*","1454","STITCH","-151.46379028004216","-150.7379843308613"
"*","1455","STITCH","-173.77614029161802","-135.53969581344631"
"*","1456","STITCH","-173.79480871982375","-91.51403491793084"
"*","1457","STITCH","-173.8134771478051","-47.48837455158201"
"*","1458","STITCH","-173.94273435316697","-3.462900635496993"
"*","1459","STITCH","-174.1054959757671","40.56244725496262"
"*","1460","STITCH","-178.33265554426626","67.07015684432761"
"*","1461","STITCH","-198.96959197586358","89.41526483475198"
"*","1462","STITCH","-225.34084369073378","103.80478940750899"
"*","1463","STITCH","-222.1166613464656","56.860120649359004"
"*","1464","STITCH","-221.71128452958683","9.840234720200016"
"*","1465","STITCH","-221.41093261927486","-37.18043892889065"
"*","1466","STITCH","-221.17924861913963","-84.20149062499462"
"*","1467","STITCH","-222.7851050964882","-102.28718267039865"
"*","1468","STITCH","-209.79169191300613","-117.90740253012032"
"*","1469","STITCH","-169.35297804389256","-146.4369486361918"
"*","1470","STITCH","-128.7257552838317","-174.69641553451146"
"*","1471","STITCH","-88.05291160792552","-202.89005080343406"
"*","1472","STITCH","-61.2632851403676","-185.34019180993405"
"*","1473","STITCH","-43.315876915122374","-153.91672019955263"
"*","1474","STITCH","-41.29310639270312","-115.88009851931768"
"*","1475","STITCH","-52.417375293068574","-82.44268698175856"
"*","1476","STITCH","-71.8589982221012","-53.128343233788826"
"*","1477","STITCH","-95.80107431859216","-27.780393682982037"
"*","1478","STITCH","-55.25715944047823","-17.67306961913448"
"*","1479","STITCH","-40.215308377213034","-1.756158624152249"
"*","1480","STITCH","-38.146034304890634","38.679439206198566"
"*","1481","STITCH","-37.971506350816526","79.11250659102129"
"*","1482","STITCH","-37.87493527381827","119.54582588691548"
"*","1483","STITCH","-33.62950541194539","159.4618948551844"
"*","1484","STITCH","-67.6336145118575","159.85161504444883"
"*","1485","STITCH","-94.83485215323213","164.08077251815897"
"*","1486","STITCH","-98.86125279109586","147.00967104436583"
"*","1487","STITCH","-98.677219926377","125.78506467492244"
"*","1488","STITCH","-98.67591992622533","96.99986131664915"
